,Código Departamento,Nombre Departamento,Área,Año,Hogares,Viviendas
559,52,Nariño,Total,2024,606849,552072
560,52,Nariño,Total,Unnamed: 0,48,48
561,54,Norte De Santander,Total,1993,247303,229447
562,54,Norte De Santander,Total,1994,255259,236857
563,54,Norte De Santander,Total,1995,263043,244094
564,54,Norte De Santander,Total,1996,270578,251142
565,54,Norte De Santander,Total,1997,277820,257962
566,54,Norte De Santander,Total,1998,284792,264582
567,54,Norte De Santander,Total,1999,291472,270987
568,54,Norte De Santander,Total,2000,297895,277213
569,54,Norte De Santander,Total,2001,304039,283241
570,54,Norte De Santander,Total,2002,309956,289122
571,54,Norte De Santander,Total,2003,315678,294890
572,54,Norte De Santander,Total,2004,321374,300705
573,54,Norte De Santander,Total,2005,327264,306772
574,54,Norte De Santander,Total,2006,333199,312953
575,54,Norte De Santander,Total,2007,339273,319337
576,54,Norte De Santander,Total,2008,345475,325909
577,54,Norte De Santander,Total,2009,351855,332714
578,54,Norte De Santander,Total,2010,358419,339752
579,54,Norte De Santander,Total,2011,365107,346957
580,54,Norte De Santander,Total,2012,371953,354353
581,54,Norte De Santander,Total,2013,379060,362028
582,54,Norte De Santander,Total,2014,386389,369934
583,54,Norte De Santander,Total,2015,394233,378342
584,54,Norte De Santander,Total,2016,403798,388403
585,54,Norte De Santander,Total,2017,415577,400593
586,54,Norte De Santander,Total,2018,433292,418508
587,54,Norte De Santander,Total,2019,457070,442310
588,54,Norte De Santander,Total,2020,477239,462636
589,54,Norte De Santander,Total,2021,490249,476010
590,54,Norte De Santander,Total,2022,500202,486377
591,54,Norte De Santander,Total,2023,510163,496706
592,54,Norte De Santander,Total,2024,520521,507373
593,54,Norte De Santander,Total,Unnamed: 0,51,51
594,63,Quindío,Total,1993,117885,111382
595,63,Quindío,Total,1994,121516,114879
596,63,Quindío,Total,1995,125005,118252
597,63,Quindío,Total,1996,128318,121472
598,63,Quindío,Total,1997,131421,124507
599,63,Quindío,Total,1998,134313,127357
600,63,Quindío,Total,1999,136923,129954
601,63,Quindío,Total,2000,139265,132313
602,63,Quindío,Total,2001,141350,134444
603,63,Quindío,Total,2002,143226,136391
604,63,Quindío,Total,2003,144969,138226
605,63,Quindío,Total,2004,146658,140024
606,63,Quindío,Total,2005,148452,141937
607,63,Quindío,Total,2006,150195,143816
608,63,Quindío,Total,2007,152004,145770
609,63,Quindío,Total,2008,153869,147792
610,63,Quindío,Total,2009,155872,149957
611,63,Quindío,Total,2010,158140,152389
612,63,Quindío,Total,2011,160626,155040
613,63,Quindío,Total,2012,163202,157788
614,63,Quindío,Total,2013,165817,160581
615,63,Quindío,Total,2014,168616,163558
616,63,Quindío,Total,2015,171749,166864
617,63,Quindío,Total,2016,175267,170547
618,63,Quindío,Total,2017,179186,174623
619,63,Quindío,Total,2018,183804,179383
620,63,Quindío,Total,2019,188262,184002
621,63,Quindío,Total,2020,192801,188702
622,63,Quindío,Total,2021,197397,193455
623,63,Quindío,Total,2022,202346,198549
624,63,Quindío,Total,2023,207604,203940
625,63,Quindío,Total,2024,212786,209250
626,63,Quindío,Total,Unnamed: 0,54,54
627,66,Risaralda,Total,1993,183210,171547
628,66,Risaralda,Total,1994,189911,177922
629,66,Risaralda,Total,1995,196409,184130
630,66,Risaralda,Total,1996,202686,190159
631,66,Risaralda,Total,1997,208652,195927
632,66,Risaralda,Total,1998,214251,201387
633,66,Risaralda,Total,1999,219448,206509
634,66,Risaralda,Total,2000,224227,211282
635,66,Risaralda,Total,2001,228577,215697
636,66,Risaralda,Total,2002,232578,219835
637,66,Risaralda,Total,2003,236304,223767
638,66,Risaralda,Total,2004,240018,227742
639,66,Risaralda,Total,2005,243883,231919
640,66,Risaralda,Total,2006,247818,236219
641,66,Risaralda,Total,2007,251809,240629
642,66,Risaralda,Total,2008,255772,245064
643,66,Risaralda,Total,2009,259874,249680
644,66,Risaralda,Total,2010,264388,254731
645,66,Risaralda,Total,2011,269199,260102
646,66,Risaralda,Total,2012,274055,265539
647,66,Risaralda,Total,2013,278864,270943
648,66,Risaralda,Total,2014,283880,276552
649,66,Risaralda,Total,2015,289347,282593
650,66,Risaralda,Total,2016,295377,289170
651,66,Risaralda,Total,2017,301913,296226
652,66,Risaralda,Total,2018,309408,304201
653,66,Risaralda,Total,2019,316421,311688
654,66,Risaralda,Total,2020,323553,319264
655,66,Risaralda,Total,2021,330682,326803
656,66,Risaralda,Total,2022,338389,334877
657,66,Risaralda,Total,2023,346519,343337
658,66,Risaralda,Total,2024,354439,351557
659,66,Risaralda,Total,Unnamed: 0,57,57
660,68,Santander,Total,1993,360018,324143
661,68,Santander,Total,1994,372560,335264
662,68,Santander,Total,1995,385047,346359
663,68,Santander,Total,1996,397447,357411
664,68,Santander,Total,1997,409637,368316
665,68,Santander,Total,1998,421634,379103
666,68,Santander,Total,1999,433340,389697
667,68,Santander,Total,2000,444814,400163
668,68,Santander,Total,2001,456023,410490
669,68,Santander,Total,2002,467037,420759
670,68,Santander,Total,2003,477944,431067
671,68,Santander,Total,2004,488945,441618
672,68,Santander,Total,2005,500107,452459
673,68,Santander,Total,2006,511775,463978
674,68,Santander,Total,2007,523785,476010
675,68,Santander,Total,2008,536168,488593
676,68,Santander,Total,2009,549028,501802
677,68,Santander,Total,2010,562416,515686
678,68,Santander,Total,2011,576268,530166
679,68,Santander,Total,2012,590527,545161
680,68,Santander,Total,2013,605313,560747
681,68,Santander,Total,2014,620688,576943
682,68,Santander,Total,2015,636962,593998
683,68,Santander,Total,2016,654838,612536
684,68,Santander,Total,2017,674663,632857
685,68,Santander,Total,2018,698582,656966
686,68,Santander,Total,2019,722541,680954
687,68,Santander,Total,2020,744818,703281
688,68,Santander,Total,2021,763251,721881
689,68,Santander,Total,2022,780023,738798
690,68,Santander,Total,2023,796871,755672
691,68,Santander,Total,2024,815604,774239
692,68,Santander,Total,Unnamed: 0,60,60
693,70,Sucre,Total,1993,136234,129971
694,70,Sucre,Total,1994,139844,133430
695,70,Sucre,Total,1995,143465,136900
696,70,Sucre,Total,1996,147066,140351
697,70,Sucre,Total,1997,150626,143763
698,70,Sucre,Total,1998,154171,147160
699,70,Sucre,Total,1999,157661,150503
700,70,Sucre,Total,2000,161143,153840
701,70,Sucre,Total,2001,164606,157157
702,70,Sucre,Total,2002,168011,160420
703,70,Sucre,Total,2003,171387,163656
704,70,Sucre,Total,2004,174769,166895
705,70,Sucre,Total,2005,178284,170260
706,70,Sucre,Total,2006,181869,173690
707,70,Sucre,Total,2007,185672,177327
708,70,Sucre,Total,2008,189677,181156
709,70,Sucre,Total,2009,193935,185224
710,70,Sucre,Total,2010,198462,189549
711,70,Sucre,Total,2011,203282,194150
712,70,Sucre,Total,2012,208358,198996
713,70,Sucre,Total,2013,213755,204145
714,70,Sucre,Total,2014,219477,209603
715,70,Sucre,Total,2015,225634,215475
716,70,Sucre,Total,2016,232487,222009
717,70,Sucre,Total,2017,240195,229357
718,70,Sucre,Total,2018,249562,238287
719,70,Sucre,Total,2019,259095,247433
720,70,Sucre,Total,2020,268117,256093
721,70,Sucre,Total,2021,275827,263502
722,70,Sucre,Total,2022,282936,270338
723,70,Sucre,Total,2023,290036,277167
724,70,Sucre,Total,2024,296335,283229
725,70,Sucre,Total,Unnamed: 0,63,63
726,73,Tolima,Total,1993,286430,265259
727,73,Tolima,Total,1994,293875,272113
728,73,Tolima,Total,1995,301086,278775
729,73,Tolima,Total,1996,307983,285174
730,73,Tolima,Total,1997,314601,291349
731,73,Tolima,Total,1998,320916,297282
732,73,Tolima,Total,1999,326859,302916
733,73,Tolima,Total,2000,332508,308332
734,73,Tolima,Total,2001,337884,313552
735,73,Tolima,Total,2002,342985,318585
736,73,Tolima,Total,2003,347917,323533
737,73,Tolima,Total,2004,352791,328507
738,73,Tolima,Total,2005,357700,333595
739,73,Tolima,Total,2006,362593,338761
740,73,Tolima,Total,2007,367712,344226
741,73,Tolima,Total,2008,373100,350031
742,73,Tolima,Total,2009,378862,356271
743,73,Tolima,Total,2010,385092,363026
744,73,Tolima,Total,2011,391737,370236
745,73,Tolima,Total,2012,398797,377892
746,73,Tolima,Total,2013,406207,385915
747,73,Tolima,Total,2014,414114,394431
748,73,Tolima,Total,2015,422656,403555
749,73,Tolima,Total,2016,432002,413436
750,73,Tolima,Total,2017,442277,424184
751,73,Tolima,Total,2018,453804,436102
752,73,Tolima,Total,2019,461537,444384
753,73,Tolima,Total,2020,469420,452759
754,73,Tolima,Total,2021,477114,460899
755,73,Tolima,Total,2022,484869,469041
756,73,Tolima,Total,2023,492812,477309
757,73,Tolima,Total,2024,501218,485965
758,73,Tolima,Total,Unnamed: 0,66,66
759,76,Valle Del Cauca,Total,1993,913776,816339
760,76,Valle Del Cauca,Total,1994,939556,839687
761,76,Valle Del Cauca,Total,1995,964471,862367
762,76,Valle Del Cauca,Total,1996,988374,884273
763,76,Valle Del Cauca,Total,1997,1011057,905243
764,76,Valle Del Cauca,Total,1998,1032285,925105
765,76,Valle Del Cauca,Total,1999,1051946,943796
766,76,Valle Del Cauca,Total,2000,1069984,961312
767,76,Valle Del Cauca,Total,2001,1086347,977659
768,76,Valle Del Cauca,Total,2002,1101253,993086
769,76,Valle Del Cauca,Total,2003,1115435,1008319
770,76,Valle Del Cauca,Total,2004,1129576,1024038
771,76,Valle Del Cauca,Total,2005,1145019,1041529
772,76,Valle Del Cauca,Total,2006,1160198,1059427
773,76,Valle Del Cauca,Total,2007,1175340,1077974
774,76,Valle Del Cauca,Total,2008,1189931,1096702
775,76,Valle Del Cauca,Total,2009,1204854,1116390
776,76,Valle Del Cauca,Total,2010,1221186,1137969
777,76,Valle Del Cauca,Total,2011,1238837,1161259
778,76,Valle Del Cauca,Total,2012,1257285,1185637
779,76,Valle Del Cauca,Total,2013,1276180,1210604
780,76,Valle Del Cauca,Total,2014,1296585,1237000
781,76,Valle Del Cauca,Total,2015,1319568,1265698
782,76,Valle Del Cauca,Total,2016,1345472,1296918
783,76,Valle Del Cauca,Total,2017,1373981,1330278
784,76,Valle Del Cauca,Total,2018,1412075,1372515
785,76,Valle Del Cauca,Total,2019,1441540,1405940
786,76,Valle Del Cauca,Total,2020,1470514,1438396
787,76,Valle Del Cauca,Total,2021,1500358,1471231
788,76,Valle Del Cauca,Total,2022,1533143,1506514
789,76,Valle Del Cauca,Total,2023,1566471,1541935
790,76,Valle Del Cauca,Total,2024,1598439,1575669
791,76,Valle Del Cauca,Total,Unnamed: 0,69,69
792,81,Arauca,Total,1993,40654,37234
793,81,Arauca,Total,1994,41994,38473
794,81,Arauca,Total,1995,43260,39646
795,81,Arauca,Total,1996,44474,40776
796,81,Arauca,Total,1997,45618,41845
797,81,Arauca,Total,1998,46723,42884
798,81,Arauca,Total,1999,47733,43840
799,81,Arauca,Total,2000,48712,44773
800,81,Arauca,Total,2001,49625,45652
801,81,Arauca,Total,2002,50477,46482
802,81,Arauca,Total,2003,51311,47301
803,81,Arauca,Total,2004,52109,48096
804,81,Arauca,Total,2005,52969,48815
805,81,Arauca,Total,2006,53976,49807
806,81,Arauca,Total,2007,55088,50899
807,81,Arauca,Total,2008,56335,52122
808,81,Arauca,Total,2009,57736,53494
809,81,Arauca,Total,2010,59276,55015
810,81,Arauca,Total,2011,60935,56680
811,81,Arauca,Total,2012,62719,58487
812,81,Arauca,Total,2013,64700,60498
813,81,Arauca,Total,2014,66821,62644
814,81,Arauca,Total,2015,69198,65034
815,81,Arauca,Total,2016,72143,67901
816,81,Arauca,Total,2017,75808,71440
817,81,Arauca,Total,2018,81199,76606
818,81,Arauca,Total,2019,87416,82625
819,81,Arauca,Total,2020,92804,87864
820,81,Arauca,Total,2021,96395,91398
821,81,Arauca,Total,2022,99118,94101
822,81,Arauca,Total,2023,101821,96775
823,81,Arauca,Total,2024,105147,100034
824,81,Arauca,Total,Unnamed: 0,72,72
825,85,Casanare,Total,1993,47655,43815
826,85,Casanare,Total,1994,50418,46182
827,85,Casanare,Total,1995,53249,48626
828,85,Casanare,Total,1996,56126,51138
829,85,Casanare,Total,1997,59024,53699
830,85,Casanare,Total,1998,61947,56314
831,85,Casanare,Total,1999,64851,58938
832,85,Casanare,Total,2000,67754,61590
833,85,Casanare,Total,2001,70673,64280
834,85,Casanare,Total,2002,73608,67008
835,85,Casanare,Total,2003,76612,69823
836,85,Casanare,Total,2004,79681,72721
837,85,Casanare,Total,2005,82868,75748
838,85,Casanare,Total,2006,86226,78958
839,85,Casanare,Total,2007,89709,82308
840,85,Casanare,Total,2008,93260,85744
841,85,Casanare,Total,2009,96942,89323
842,85,Casanare,Total,2010,100769,93059
843,85,Casanare,Total,2011,104702,96911
844,85,Casanare,Total,2012,108787,100920
845,85,Casanare,Total,2013,113049,105105
846,85,Casanare,Total,2014,117523,109496
847,85,Casanare,Total,2015,122311,114186
848,85,Casanare,Total,2016,127491,119241
849,85,Casanare,Total,2017,133144,124736
850,85,Casanare,Total,2018,139635,131013
851,85,Casanare,Total,2019,144373,135706
852,85,Casanare,Total,2020,148804,140104
853,85,Casanare,Total,2021,152547,143846
854,85,Casanare,Total,2022,155988,147289
855,85,Casanare,Total,2023,159424,150714
856,85,Casanare,Total,2024,163629,154853
857,85,Casanare,Total,Unnamed: 0,75,75
858,86,Putumayo,Total,1993,50359,50110
859,86,Putumayo,Total,1994,51567,51289
860,86,Putumayo,Total,1995,52985,52684
861,86,Putumayo,Total,1996,54462,54136
862,86,Putumayo,Total,1997,55930,55576
863,86,Putumayo,Total,1998,57466,57076
864,86,Putumayo,Total,1999,59043,58615
865,86,Putumayo,Total,2000,60708,60237
866,86,Putumayo,Total,2001,62450,61934
867,86,Putumayo,Total,2002,64294,63726
868,86,Putumayo,Total,2003,66250,65620
869,86,Putumayo,Total,2004,68355,67644
870,86,Putumayo,Total,2005,70622,69406
871,86,Putumayo,Total,2006,73114,71709
872,86,Putumayo,Total,2007,75841,74173
873,86,Putumayo,Total,2008,78816,76807
874,86,Putumayo,Total,2009,82098,79587
875,86,Putumayo,Total,2010,85727,82529
876,86,Putumayo,Total,2011,89712,85462
877,86,Putumayo,Total,2012,93960,88226
878,86,Putumayo,Total,2013,98538,90958
879,86,Putumayo,Total,2014,103559,93797
880,86,Putumayo,Total,2015,109081,96988
881,86,Putumayo,Total,2016,115236,100804
882,86,Putumayo,Total,2017,122093,105423
883,86,Putumayo,Total,2018,129876,111070
884,86,Putumayo,Total,2019,134597,114381
885,86,Putumayo,Total,2020,139340,117885
886,86,Putumayo,Total,2021,144080,121523
887,86,Putumayo,Total,2022,148952,125372
888,86,Putumayo,Total,2023,153975,129418
889,86,Putumayo,Total,2024,159354,133814
890,86,Putumayo,Total,Unnamed: 0,78,78
891,88,"Archipiélago De San Andrés, Providencia Y",Total,1993,14124,13383
892,88,"Archipiélago De San Andrés, Providencia Y",Total,1994,14547,13792
893,88,"Archipiélago De San Andrés, Providencia Y",Total,1995,14925,14159
894,88,"Archipiélago De San Andrés, Providencia Y",Total,1996,15274,14502
895,88,"Archipiélago De San Andrés, Providencia Y",Total,1997,15607,14831
896,88,"Archipiélago De San Andrés, Providencia Y",Total,1998,15875,15100
897,88,"Archipiélago De San Andrés, Providencia Y",Total,1999,16130,15360
898,88,"Archipiélago De San Andrés, Providencia Y",Total,2000,16361,15600
899,88,"Archipiélago De San Andrés, Providencia Y",Total,2001,16541,15794
900,88,"Archipiélago De San Andrés, Providencia Y",Total,2002,16695,15967
901,88,"Archipiélago De San Andrés, Providencia Y",Total,2003,16814,16111
902,88,"Archipiélago De San Andrés, Providencia Y",Total,2004,16939,16263
903,88,"Archipiélago De San Andrés, Providencia Y",Total,2005,17055,16411
904,88,"Archipiélago De San Andrés, Providencia Y",Total,2006,17190,16580
905,88,"Archipiélago De San Andrés, Providencia Y",Total,2007,17346,16773
906,88,"Archipiélago De San Andrés, Providencia Y",Total,2008,17489,16955
907,88,"Archipiélago De San Andrés, Providencia Y",Total,2009,17650,17156
908,88,"Archipiélago De San Andrés, Providencia Y",Total,2010,17831,17378
909,88,"Archipiélago De San Andrés, Providencia Y",Total,2011,18031,17618
910,88,"Archipiélago De San Andrés, Providencia Y",Total,2012,18259,17886
911,88,"Archipiélago De San Andrés, Providencia Y",Total,2013,18519,18182
912,88,"Archipiélago De San Andrés, Providencia Y",Total,2014,18802,18500
913,88,"Archipiélago De San Andrés, Providencia Y",Total,2015,19132,18861
914,88,"Archipiélago De San Andrés, Providencia Y",Total,2016,19516,19273
915,88,"Archipiélago De San Andrés, Providencia Y",Total,2017,19935,19718
916,88,"Archipiélago De San Andrés, Providencia Y",Total,2018,20443,20248
917,88,"Archipiélago De San Andrés, Providencia Y",Total,2019,21227,21049
918,88,"Archipiélago De San Andrés, Providencia Y",Total,2020,22067,21904
919,88,"Archipiélago De San Andrés, Providencia Y",Total,2021,22815,22666
920,88,"Archipiélago De San Andrés, Providencia Y",Total,2022,23467,23331
921,88,"Archipiélago De San Andrés, Providencia Y",Total,2023,24066,23942
922,88,"Archipiélago De San Andrés, Providencia Y",Total,2024,24533,24419
923,88,"Archipiélago De San Andrés, Providencia Y",Total,Unnamed: 0,81,81
924,91,Amazonas,Total,1993,8303,7834
925,91,Amazonas,Total,1994,8680,8194
926,91,Amazonas,Total,1995,9064,8561
927,91,Amazonas,Total,1996,9408,8891
928,91,Amazonas,Total,1997,9760,9227
929,91,Amazonas,Total,1998,10093,9547
930,91,Amazonas,Total,1999,10406,9847
931,91,Amazonas,Total,2000,10738,10166
932,91,Amazonas,Total,2001,11037,10454
933,91,Amazonas,Total,2002,11338,10743
934,91,Amazonas,Total,2003,11614,11010
935,91,Amazonas,Total,2004,11891,11278
936,91,Amazonas,Total,2005,12190,11565
937,91,Amazonas,Total,2006,12522,11887
938,91,Amazonas,Total,2007,12897,12246
939,91,Amazonas,Total,2008,13267,12601
940,91,Amazonas,Total,2009,13651,12968
941,91,Amazonas,Total,2010,14100,13396
942,91,Amazonas,Total,2011,14563,13836
943,91,Amazonas,Total,2012,15059,14306
944,91,Amazonas,Total,2013,15535,14756
945,91,Amazonas,Total,2014,16061,15252
946,91,Amazonas,Total,2015,16631,15789
947,91,Amazonas,Total,2016,17262,16383
948,91,Amazonas,Total,2017,17954,17035
949,91,Amazonas,Total,2018,18795,17828
950,91,Amazonas,Total,2019,19393,18386
951,91,Amazonas,Total,2020,20053,19004
952,91,Amazonas,Total,2021,20739,19648
953,91,Amazonas,Total,2022,21480,20344
954,91,Amazonas,Total,2023,22284,21103
955,91,Amazonas,Total,2024,23165,21936
956,91,Amazonas,Total,Unnamed: 0,84,84
957,94,Guainía,Total,1993,4035,3955
958,94,Guainía,Total,1994,4215,4129
959,94,Guainía,Total,1995,4399,4307
960,94,Guainía,Total,1996,4563,4464
961,94,Guainía,Total,1997,4749,4643
962,94,Guainía,Total,1998,4913,4799
963,94,Guainía,Total,1999,5095,4973
964,94,Guainía,Total,2000,5259,5130
965,94,Guainía,Total,2001,5427,5290
966,94,Guainía,Total,2002,5583,5438
967,94,Guainía,Total,2003,5762,5607
968,94,Guainía,Total,2004,5922,5758
969,94,Guainía,Total,2005,6103,5926
970,94,Guainía,Total,2006,6328,6137
971,94,Guainía,Total,2007,6576,6369
972,94,Guainía,Total,2008,6827,6602
973,94,Guainía,Total,2009,7096,6847
974,94,Guainía,Total,2010,7395,7120
975,94,Guainía,Total,2011,7709,7404
976,94,Guainía,Total,2012,8017,7681
977,94,Guainía,Total,2013,8344,7967
978,94,Guainía,Total,2014,8680,8262
979,94,Guainía,Total,2015,9049,8586
980,94,Guainía,Total,2016,9445,8932
981,94,Guainía,Total,2017,9873,9308
982,94,Guainía,Total,2018,10415,9793
983,94,Guainía,Total,2019,10919,10256
984,94,Guainía,Total,2020,11412,10695
985,94,Guainía,Total,2021,11771,11022
986,94,Guainía,Total,2022,12107,11328
987,94,Guainía,Total,2023,12448,11638
988,94,Guainía,Total,2024,12866,12022
989,94,Guainía,Total,Unnamed: 0,87,87
990,95,Guaviare,Total,1993,12821,11062
991,95,Guaviare,Total,1994,13542,11642
992,95,Guaviare,Total,1995,14230,12190
993,95,Guaviare,Total,1996,14867,12697
994,95,Guaviare,Total,1997,15423,13137
995,95,Guaviare,Total,1998,15922,13537
996,95,Guaviare,Total,1999,16343,13877
997,95,Guaviare,Total,2000,16690,14163
998,95,Guaviare,Total,2001,16959,14392
999,95,Guaviare,Total,2002,17187,14596
1000,95,Guaviare,Total,2003,17357,14761
1001,95,Guaviare,Total,2004,17497,14918
1002,95,Guaviare,Total,2005,17623,14991
1003,95,Guaviare,Total,2006,17726,15157
1004,95,Guaviare,Total,2007,17870,15388
1005,95,Guaviare,Total,2008,18077,15708
1006,95,Guaviare,Total,2009,18311,16090
1007,95,Guaviare,Total,2010,18639,16590
1008,95,Guaviare,Total,2011,19013,17163
1009,95,Guaviare,Total,2012,19467,17828
1010,95,Guaviare,Total,2013,20020,18597
1011,95,Guaviare,Total,2014,20671,19452
1012,95,Guaviare,Total,2015,21431,20386
1013,95,Guaviare,Total,2016,22357,21453
1014,95,Guaviare,Total,2017,23426,22634
1015,95,Guaviare,Total,2018,24678,23970
1016,95,Guaviare,Total,2019,25597,24958
1017,95,Guaviare,Total,2020,26526,25938
1018,95,Guaviare,Total,2021,27472,26920
1019,95,Guaviare,Total,2022,28472,27944
1020,95,Guaviare,Total,2023,29530,29017
1021,95,Guaviare,Total,2024,30852,30342
1022,95,Guaviare,Total,Unnamed: 0,90,90
1023,97,Vaupés,Total,1993,3047,2617
1024,97,Vaupés,Total,1994,3193,2739
1025,97,Vaupés,Total,1995,3353,2869
1026,97,Vaupés,Total,1996,3487,2979
1027,97,Vaupés,Total,1997,3605,3076
1028,97,Vaupés,Total,1998,3709,3161
1029,97,Vaupés,Total,1999,3792,3230
1030,97,Vaupés,Total,2000,3884,3307
1031,97,Vaupés,Total,2001,3971,3381
1032,97,Vaupés,Total,2002,4040,3443
1033,97,Vaupés,Total,2003,4115,3513
1034,97,Vaupés,Total,2004,4196,3590
1035,97,Vaupés,Total,2005,4268,3664
1036,97,Vaupés,Total,2006,4399,3790
1037,97,Vaupés,Total,2007,4546,3936
1038,97,Vaupés,Total,2008,4725,4122
1039,97,Vaupés,Total,2009,4909,4324
1040,97,Vaupés,Total,2010,5110,4554
1041,97,Vaupés,Total,2011,5334,4819
1042,97,Vaupés,Total,2012,5550,5090
1043,97,Vaupés,Total,2013,5778,5376
1044,97,Vaupés,Total,2014,6001,5657
1045,97,Vaupés,Total,2015,6259,5965
1046,97,Vaupés,Total,2016,6511,6259
1047,97,Vaupés,Total,2017,6795,6575
1048,97,Vaupés,Total,2018,7156,6959
1049,97,Vaupés,Total,2019,7617,7435
1050,97,Vaupés,Total,2020,8111,7938
1051,97,Vaupés,Total,2021,8612,8446
1052,97,Vaupés,Total,2022,9141,8978
1053,97,Vaupés,Total,2023,9673,9513
1054,97,Vaupés,Total,2024,10163,10004
1055,97,Vaupés,Total,Unnamed: 0,93,93
1056,99,Vichada,Total,1993,10993,10086
1057,99,Vichada,Total,1994,11440,10501
1058,99,Vichada,Total,1995,11844,10877
1059,99,Vichada,Total,1996,12272,11275
1060,99,Vichada,Total,1997,12681,11654
1061,99,Vichada,Total,1998,13076,12024
1062,99,Vichada,Total,1999,13469,12389
1063,99,Vichada,Total,2000,13868,12761
1064,99,Vichada,Total,2001,14248,13117
1065,99,Vichada,Total,2002,14653,13496
1066,99,Vichada,Total,2003,15064,13883
1067,99,Vichada,Total,2004,15501,14294
1068,99,Vichada,Total,2005,15965,14733
1069,99,Vichada,Total,2006,16488,15226
1070,99,Vichada,Total,2007,17034,15743
1071,99,Vichada,Total,2008,17635,16310
1072,99,Vichada,Total,2009,18236,16877
1073,99,Vichada,Total,2010,18924,17524
1074,99,Vichada,Total,2011,19643,18196
1075,99,Vichada,Total,2012,20410,18909
1076,99,Vichada,Total,2013,21237,19671
1077,99,Vichada,Total,2014,22143,20502
1078,99,Vichada,Total,2015,23136,21405
1079,99,Vichada,Total,2016,24232,22399
1080,99,Vichada,Total,2017,25481,23527
1081,99,Vichada,Total,2018,26930,24837
1082,99,Vichada,Total,2019,28221,26059
1083,99,Vichada,Total,2020,29427,27200
1084,99,Vichada,Total,2021,30450,28166
1085,99,Vichada,Total,2022,31414,29076
1086,99,Vichada,Total,2023,32363,29967
1087,99,Vichada,Total,2024,33326,30869
1088,99,Vichada,Total,Unnamed: 0,96,96
